DonorSex,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
2,447,130.1472026,2.4857348121,125.49444263,2.3557238396,120.87729401,130.11159125,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,448,130.14634754,2.4857291043,125.49540306,2.3557176808,120.87826651,130.11253961,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,449,130.14548008,2.4857232665,125.49635599,2.3557113856,120.87923178,130.1134802,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,450,130.14460029,2.4857173013,125.49730146,2.3557049568,120.88018985,130.11441307,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,451,130.14370821,2.4857112113,125.4982395,2.3556983972,120.88114075,130.11533826,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,452,130.14280392,2.4857049994,125.49917015,2.3556917095,120.88208451,130.1162558,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,453,130.14188746,2.4856986681,125.50009345,2.3556848967,120.88302116,130.11716574,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,454,130.14095889,2.4856922205,125.50100942,2.3556779616,120.88395072,130.11806812,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,455,130.14001828,2.4856856592,125.50191811,2.3556709074,120.88487324,130.11896299,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,456,130.13906569,2.4856789873,125.50281955,2.3556637369,120.88578873,130.11985037,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,457,130.13810116,2.4856722076,125.50371378,2.3556564532,120.88669723,130.12073032,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,458,130.13712477,2.4856653231,125.50460082,2.3556490594,120.88759877,130.12160287,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,459,130.13613656,2.4856583369,125.50548072,2.3556415586,120.88849337,130.12246808,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,460,130.1351366,2.4856512519,125.50635352,2.355633954,120.88938107,130.12332596,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,461,130.13412495,2.4856440712,125.50721924,2.3556262489,120.89026189,130.12417658,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,462,130.13310166,2.485636798,125.50807792,2.3556184463,120.89113587,130.12501997,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,463,130.13206679,2.4856294353,125.5089296,2.3556105497,120.89200303,130.12585618,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,464,130.1310204,2.4856219865,125.50977431,2.3556025623,120.89286339,130.12668523,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,465,130.12996255,2.4856144546,125.5106121,2.3555944875,120.893717,130.12750719,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,466,130.1288933,2.485606843,125.51144298,2.3555863285,120.89456388,130.12832208,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,467,130.12781271,2.4855991548,125.51226701,2.355578089,120.89540405,130.12912996,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,468,130.12672083,2.4855913935,125.5130842,2.3555697722,120.89623755,130.12993086,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,469,130.12561772,2.4855835623,125.51389461,2.3555613816,120.89706441,130.13072482,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,470,130.12450344,2.4855756646,125.51469827,2.3555529208,120.89788464,130.13151189,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,471,130.12337806,2.4855677038,125.5154952,2.3555443932,120.89869829,130.13229211,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,472,130.12224162,2.4855596834,125.51628545,2.3555358025,120.89950538,130.13306553,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,473,130.12109419,2.4855516066,125.51706906,2.3555271522,120.90030594,130.13383217,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,474,130.11993582,2.4855434771,125.51784604,2.3555184458,120.90109999,130.1345921,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,475,130.11876658,2.4855352983,125.51861646,2.3555096872,120.90188757,130.13534534,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,476,130.11758652,2.4855270738,125.51938032,2.3555008798,120.9026687,130.13609195,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,477,130.1163957,2.485518807,125.52013769,2.3554920274,120.90344341,130.13683196,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,478,130.11519418,2.4855105015,125.52088857,2.3554831337,120.90421173,130.13756542,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,479,130.11398202,2.485502161,125.52163303,2.3554742024,120.90497369,130.13829237,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,480,130.11275928,2.485493789,125.52237108,2.3554652373,120.90572931,130.13901285,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,481,130.11152601,2.4854853891,125.52310277,2.3554562421,120.90647863,130.1397269,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,482,130.11028227,2.485476965,125.52382812,2.3554472207,120.90722167,130.14043458,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,483,130.10902812,2.4854685204,125.52454718,2.3554381768,120.90795845,130.14113591,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,484,130.10776363,2.4854600588,125.52525998,2.3554291142,120.90868902,130.14183095,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,485,130.10648884,2.4854515842,125.52596656,2.3554200369,120.90941338,130.14251973,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,486,130.10520382,2.4854431,125.52666695,2.3554109486,120.91013158,130.14320231,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,487,130.10390863,2.4854346101,125.52736118,2.3554018534,120.91084364,130.14387872,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,488,130.10260332,2.4854261183,125.5280493,2.3553927549,120.91154959,130.144549,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,489,130.10128795,2.4854176282,125.52873133,2.3553836572,120.91224946,130.1452132,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,490,130.09996258,2.4854091437,125.52940731,2.3553745642,120.91294326,130.14587137,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,491,130.09862727,2.4854006685,125.53007729,2.3553654799,120.91363104,130.14652353,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,492,130.09728208,2.4853922064,125.53074129,2.3553564081,120.91431282,130.14716975,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,493,130.09592707,2.4853837613,125.53139934,2.3553473528,120.91498862,130.14781006,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,494,130.09456229,2.4853753369,125.53205149,2.3553383181,120.91565848,130.1484445,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,495,130.09318781,2.4853669372,125.53269777,2.3553293079,120.91632242,130.14907312,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,496,130.09180367,2.4853585658,125.53333821,2.3553203262,120.91698047,130.14969596,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,497,130.09040995,2.4853502268,125.53397286,2.3553113769,120.91763265,130.15031306,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,498,130.0890067,2.4853419239,125.53460173,2.3553024642,120.918279,130.15092447,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,499,130.08759397,2.485333661,125.53522488,2.3552935921,120.91891954,130.15153023,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,500,130.08617183,2.485325442,125.53584234,2.3552847645,120.9195543,130.15213039,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,501,130.08474033,2.4853172707,125.53645414,2.3552759855,120.9201833,130.15272498,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,502,130.08329954,2.4853091511,125.53706031,2.3552672591,120.92080658,130.15331405,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,503,130.0818495,2.4853010871,125.5376609,2.3552585894,120.92142416,130.15389764,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,504,130.08039029,2.4852930824,125.53825593,2.3552499805,120.92203606,130.1544758,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,505,130.07892196,2.4852851411,125.53884545,2.3552414364,120.92264233,130.15504858,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,506,130.07744456,2.4852772669,125.53942949,2.3552329611,120.92324298,130.155616,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,507,130.07595815,2.4852694639,125.54000808,2.3552245587,120.92383803,130.15617812,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,508,130.0744628,2.485261736,125.54058126,2.3552162333,120.92442753,130.15673498,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,509,130.07295856,2.4852540869,125.54114906,2.3552079889,120.92501149,130.15728663,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,510,130.0714455,2.4852465207,125.54171152,2.3551998296,120.92558995,130.1578331,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,511,130.06992366,2.4852390413,125.54226868,2.3551917595,120.92616292,130.15837444,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,512,130.0683931,2.4852316525,125.54282057,2.3551837826,120.92673045,130.15891069,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,513,130.0668539,2.4852243582,125.54336722,2.355175903,120.92729254,130.1594419,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,514,130.0653061,2.4852171624,125.54390868,2.3551681248,120.92784925,130.15996812,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,515,130.06374976,2.485210069,125.54444497,2.3551604519,120.92840058,130.16048937,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,516,130.06218494,2.4852030818,125.54497614,2.3551528885,120.92894657,130.16100571,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,517,130.0606117,2.4851962047,125.54550221,2.3551454386,120.92948724,130.16151718,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,518,130.0590301,2.4851894416,125.54602323,2.3551381063,120.93002263,130.16202382,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,519,130.0574402,2.4851827965,125.54653922,2.3551308955,120.93055275,130.16252569,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,520,130.05584205,2.4851762732,125.54705022,2.3551238104,120.93107764,130.1630228,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,521,130.05423572,2.4851698755,125.54755628,2.3551168549,120.93159733,130.16351523,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,522,130.05262126,2.4851636074,125.54805742,2.3551100332,120.93211184,130.164003,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,523,130.05099873,2.4851574726,125.54855368,2.3551033491,120.9326212,130.16448616,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,524,130.04936818,2.485151475,125.54904509,2.3550968067,120.93312544,130.16496475,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,525,130.04772969,2.4851456186,125.5495317,2.3550904099,120.93362458,130.16543881,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,526,130.0460833,2.485139907,125.55001353,2.3550841629,120.93411866,130.1659084,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,527,130.04442908,2.4851343442,125.55049062,2.3550780696,120.93460769,130.16637355,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,528,130.04276708,2.4851289339,125.55096301,2.3550721338,120.93509171,130.1668343,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,529,130.04109736,2.48512368,125.55143073,2.3550663597,120.93557075,130.16729071,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,530,130.03941998,2.4851185862,125.55189381,2.3550607511,120.93604483,130.1677428,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,531,130.03773499,2.4851136563,125.5523523,2.355055312,120.93651398,130.16819063,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,532,130.03604247,2.4851088941,125.55280623,2.3550500462,120.93697822,130.16863423,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,533,130.03434246,2.4851043034,125.55325563,2.3550449578,120.9374376,130.16907366,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,534,130.03263503,2.4850998878,125.55370054,2.3550400505,120.93789212,130.16950895,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,535,130.03092022,2.4850956512,125.55414099,2.3550353284,120.93834183,130.16994015,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,536,130.02919811,2.4850915972,125.55457702,2.3550307951,120.93878675,130.1703673,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,537,130.02746875,2.4850877295,125.55500867,2.3550264547,120.9392269,130.17079044,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,538,130.02573219,2.4850840518,125.55543597,2.3550223109,120.93966232,130.17120961,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,539,130.0239885,2.4850805678,125.55585895,2.3550183675,120.94009303,130.17162486,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,540,130.02223774,2.4850772812,125.55627765,2.3550146284,120.94051907,130.17203624,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,541,130.02047996,2.4850741955,125.55669211,2.3550110973,120.94094045,130.17244378,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,542,130.01871522,2.4850713144,125.55710236,2.355007778,120.9413572,130.17284752,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,543,130.01694358,2.4850686415,125.55750844,2.3550046742,120.94176936,130.17324752,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,544,130.0151651,2.4850661803,125.55791038,2.3550017898,120.94217696,130.1736438,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,545,130.01337983,2.4850639345,125.55830822,2.3549991283,120.94258001,130.17403643,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,546,130.01158784,2.4850619076,125.55870199,2.3549966934,120.94297855,130.17442542,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,547,130.00978919,2.4850601031,125.55909173,2.354994489,120.94337261,130.17481084,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,548,130.00798393,2.4850585245,125.55947747,2.3549925185,120.94376222,130.17519272,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,549,130.00617212,2.4850571753,125.55985925,2.3549907856,120.9441474,130.17557111,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,550,130.00435381,2.485056059,125.56023711,2.354989294,120.94452818,130.17594604,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,551,130.00252908,2.4850551789,125.56061108,2.3549880472,120.94490459,130.17631756,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,552,130.00069797,2.4850545386,125.56098119,2.3549870487,120.94527666,130.17668572,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,553,129.99886055,2.4850541414,125.56134748,2.3549863022,120.94564441,130.17705055,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,554,129.99701687,2.4850539908,125.56170999,2.3549858111,120.94600788,130.17741209,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,555,129.99516699,2.4850540899,125.56206875,2.3549855789,120.94636709,130.1777704,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,556,129.99331097,2.4850544422,125.56242379,2.354985609,120.94672208,130.1781255,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,557,129.99144888,2.4850550511,125.56277516,2.354985905,120.94707287,130.17847745,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,558,129.98958075,2.4850559196,125.56312288,2.3549864702,120.94741949,130.17882628,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,559,129.98770667,2.4850570512,125.563467,2.3549873081,120.94776196,130.17917204,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,560,129.98582668,2.4850584491,125.56380755,2.3549884219,120.94810032,130.17951477,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,561,129.98394084,2.4850601164,125.56414456,2.354989815,120.9484346,130.17985451,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,562,129.98204921,2.4850620563,125.56447807,2.3549914908,120.94876483,130.1801913,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,563,129.98015185,2.485064272,125.56480811,2.3549934525,120.94909103,130.18052519,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,564,129.97824882,2.4850667666,125.56513472,2.3549957033,120.94941323,130.18085621,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,565,129.97634018,2.4850695432,125.56545794,2.3549982466,120.94973146,130.18118442,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,566,129.97442598,2.4850726048,125.56577779,2.3550010854,120.95004575,130.18150984,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,567,129.97250628,2.4850759546,125.56609433,2.3550042229,120.95035613,130.18183252,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,568,129.97058115,2.4850795954,125.56640757,2.3550076624,120.95066264,130.1821525,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,569,129.96865063,2.4850835304,125.56671756,2.3550114068,120.95096529,130.18246983,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,570,129.9667148,2.4850877624,125.56702433,2.3550154593,120.95126412,130.18278455,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,571,129.9647737,2.4850922944,125.56732792,2.3550198229,120.95155915,130.18309669,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,572,129.9628274,2.4850971293,125.56762836,2.3550245006,120.95185043,130.1834063,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,573,129.96087596,2.4851022699,125.56792569,2.3550294954,120.95213797,130.18371342,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,574,129.95891942,2.4851077191,125.56821995,2.3550348103,120.9524218,130.18401809,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,575,129.95695786,2.4851134796,125.56851116,2.3550404482,120.95270196,130.18432035,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,576,129.95499132,2.4851195543,125.56879936,2.3550464119,120.95297848,130.18462024,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,577,129.95301988,2.4851259458,125.5690846,2.3550527044,120.95325138,130.18491781,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,578,129.95104358,2.485132657,125.5693669,2.3550593283,120.9535207,130.18521309,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,579,129.94906249,2.4851396903,125.5696463,2.3550662866,120.95378646,130.18550613,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,580,129.94707666,2.4851470486,125.56992283,2.355073582,120.9540487,130.18579697,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,581,129.94508615,2.4851547344,125.57019654,2.3550812171,120.95430744,130.18608564,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,582,129.94309102,2.4851627502,125.57046745,2.3550891947,120.95456271,130.18637218,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,583,129.94109134,2.4851710986,125.5707356,2.3550975174,120.95481455,130.18665665,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,584,129.93908715,2.4851797822,125.57100103,2.3551061878,120.95506299,130.18693907,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
2,585,129.93707851,2.4851888034,125.57126377,2.3551152085,120.95530805,130.18721949,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
